Data Zone,Council Area,All ages,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
Blantyre South and Wheatlands - 04,South Lanarkshire,654,3,8,6,6,8,6,10,11,7,5,7,6,6,5,8,8,4,0,7,5,7,10,8,6,6,8,8,5,4,7,18,6,11,9,4,8,5,4,10,6,6,3,8,4,8,7,7,9,4,12,6,9,7,11,10,11,10,10,11,15,12,2,9,19,8,7,5,9,8,14,7,9,8,9,8,12,5,4,13,12,8,6,2,3,1,2,3,1,0,1,3
Blantyre South and Wheatlands - 05,South Lanarkshire,372,3,5,7,5,4,8,5,3,3,3,1,2,5,3,2,1,2,1,1,3,6,4,2,6,8,10,5,8,0,9,5,2,7,5,3,3,6,2,3,0,4,3,3,5,2,8,5,4,8,4,4,6,5,7,5,12,7,4,5,4,5,4,7,4,4,6,10,11,2,6,4,2,8,5,2,3,3,2,3,1,3,2,1,1,2,0,1,1,1,0,2
Blantyre South and Wheatlands - 06,South Lanarkshire,738,6,5,6,11,4,8,4,10,3,8,8,10,4,13,8,7,9,18,13,13,12,10,5,9,3,13,7,15,3,9,11,12,14,9,10,11,11,10,12,7,6,7,6,8,13,11,10,8,16,13,13,12,13,14,12,8,11,13,5,10,9,12,8,8,3,10,10,3,11,5,7,6,7,5,4,7,8,7,3,4,4,2,2,3,7,2,3,1,1,4,2
Low Blantyre and Bardykes - 01,South Lanarkshire,710,7,4,8,10,6,5,6,6,12,7,9,5,5,8,8,4,11,16,14,10,9,4,13,10,6,9,11,6,9,11,5,7,4,2,6,9,4,8,9,1,5,8,8,9,7,14,13,16,9,8,20,10,12,14,7,9,10,21,11,17,11,13,5,12,12,4,5,6,14,10,17,7,5,10,5,6,5,5,4,4,2,6,0,4,2,1,1,0,1,1,0
Low Blantyre and Bardykes - 02,South Lanarkshire,875,9,14,10,13,17,9,12,8,10,16,11,13,13,10,9,13,8,15,21,12,8,15,9,10,16,7,16,2,14,4,9,8,15,14,8,13,8,15,16,10,6,13,7,16,15,15,22,17,16,13,8,8,8,16,15,9,11,19,12,16,12,15,17,5,5,10,6,10,10,4,7,4,5,5,1,5,5,2,2,1,1,4,6,2,2,3,1,1,0,0,2
Low Blantyre and Bardykes - 03,South Lanarkshire,549,8,9,6,4,4,4,9,5,8,7,8,4,3,3,2,2,7,10,5,4,7,4,3,6,4,3,11,1,3,9,3,3,2,7,3,7,3,5,2,7,5,7,8,6,6,12,5,5,5,10,11,8,5,8,11,9,5,12,9,8,12,13,7,5,10,10,10,15,11,11,11,7,9,7,8,5,6,10,4,1,0,4,1,4,4,1,0,0,0,2,1
Low Blantyre and Bardykes - 04,South Lanarkshire,660,4,3,3,5,7,6,1,2,13,6,4,1,9,8,7,3,7,9,6,5,5,8,7,5,2,10,0,4,5,10,5,5,14,5,2,7,7,1,0,7,0,3,4,8,7,12,5,6,8,6,14,5,12,8,17,18,10,14,14,9,16,11,9,20,20,12,15,16,17,15,19,11,8,9,11,9,10,5,1,1,4,5,2,3,3,2,0,1,4,1,2
Low Blantyre and Bardykes - 05,South Lanarkshire,452,10,1,2,3,2,7,4,4,1,12,3,4,3,2,4,8,7,9,10,5,9,4,5,4,5,5,6,4,5,3,10,2,4,0,4,2,5,0,0,3,4,5,4,5,9,6,12,10,9,17,11,11,14,13,9,11,14,14,8,5,3,3,6,4,3,7,6,3,7,4,6,1,3,1,3,2,1,3,3,3,2,1,0,1,0,0,1,0,2,0,1
Blantytre North and Coatshill - 01,South Lanarkshire,839,6,11,5,9,5,6,8,5,5,7,6,13,11,12,15,8,12,13,13,13,9,8,8,5,8,8,11,15,9,5,15,6,9,5,8,9,14,4,10,12,9,7,12,10,14,6,8,14,10,13,12,19,14,12,16,13,10,7,13,19,8,10,14,20,6,14,10,9,9,9,14,9,5,11,11,6,5,10,7,11,7,3,3,6,7,2,3,1,2,2,6
Blantytre North and Coatshill - 02,South Lanarkshire,641,5,2,4,6,6,5,8,7,6,3,5,7,5,8,2,8,8,3,6,4,3,7,6,7,12,11,2,7,8,10,4,9,9,11,7,15,11,5,13,3,11,3,5,12,7,8,14,12,7,5,13,15,11,10,12,4,8,15,3,12,18,9,10,9,10,8,9,4,9,9,10,6,5,5,6,14,3,5,4,7,4,4,1,0,3,0,5,2,0,0,7
Blantytre North and Coatshill - 03,South Lanarkshire,648,4,8,6,13,8,5,16,9,7,16,12,9,10,7,7,9,9,6,8,3,9,2,4,3,12,10,16,6,8,6,8,9,5,10,9,5,12,9,13,6,7,6,11,1,6,9,6,11,3,5,13,11,3,9,7,6,8,9,7,14,11,4,9,17,7,9,6,11,5,9,9,3,2,6,8,3,5,5,7,4,5,2,6,3,0,0,2,0,0,0,4
Blantytre North and Coatshill - 04,South Lanarkshire,841,13,6,7,1,13,10,9,6,12,7,7,5,11,9,8,8,7,12,5,7,12,6,15,4,6,10,11,16,9,0,5,13,5,8,7,11,5,9,11,10,10,8,9,9,17,7,3,14,7,16,9,11,7,18,18,15,12,18,14,10,23,25,15,20,20,9,8,6,5,5,16,15,10,16,11,13,4,9,6,3,7,7,5,3,4,1,3,1,3,0,0
Burnbank North - 01,South Lanarkshire,929,10,13,9,10,14,11,7,4,8,5,9,4,2,5,0,7,7,8,7,9,12,8,12,11,15,10,18,20,26,30,17,22,29,17,12,20,9,12,6,10,9,12,23,10,11,17,11,8,14,12,19,15,18,9,25,18,20,11,15,14,20,11,9,9,12,10,6,4,17,15,4,9,0,2,5,1,4,3,3,4,3,6,4,3,3,1,0,3,0,1,1
Burnbank North - 02,South Lanarkshire,420,4,3,2,1,1,5,1,1,1,2,2,0,3,1,6,1,4,4,4,2,5,4,3,5,8,5,5,11,5,6,3,5,4,1,6,3,4,4,2,5,7,4,7,9,8,8,10,6,8,11,4,7,7,4,11,11,6,8,7,8,8,5,7,6,6,6,4,3,4,8,5,6,4,4,3,5,3,4,8,3,6,3,3,2,3,0,0,4,3,0,1
Burnbank North - 03,South Lanarkshire,738,9,6,12,12,7,6,4,4,4,3,10,10,9,5,5,7,7,4,7,8,5,4,17,9,10,14,4,9,10,14,20,11,15,18,3,9,11,2,7,9,7,6,4,10,8,3,16,16,6,8,13,14,10,11,13,12,11,8,11,12,10,5,11,14,12,13,4,13,14,9,13,7,6,10,2,3,5,2,8,6,7,8,3,2,1,3,3,0,2,2,1
Burnbank North - 04,South Lanarkshire,975,14,12,7,16,10,11,17,10,9,17,12,15,10,21,17,8,6,13,15,11,14,13,10,7,9,20,12,19,13,8,12,11,14,11,11,25,23,15,25,22,21,20,14,17,23,13,24,17,12,22,20,11,19,19,12,14,11,18,14,7,7,16,7,7,2,5,3,7,5,1,3,3,4,2,0,6,3,2,2,3,4,0,2,2,0,1,0,0,1,0,4
Burnbank North - 05,South Lanarkshire,742,13,7,10,15,8,8,15,12,4,17,17,18,14,9,13,17,8,10,10,5,6,9,8,13,9,8,9,3,9,9,7,12,8,10,7,8,15,11,8,16,10,10,10,8,12,18,19,8,23,13,11,13,10,9,10,19,6,6,6,11,10,13,9,4,5,3,4,5,3,2,5,1,3,4,1,4,4,3,0,1,1,3,0,1,0,0,0,2,1,0,3
Burnbank North - 06,South Lanarkshire,455,6,4,9,3,3,4,1,5,5,4,9,9,7,7,7,11,4,9,6,8,13,8,6,6,1,14,3,5,5,7,4,9,4,3,14,1,1,13,9,5,7,8,5,7,7,11,5,9,7,11,6,9,10,6,9,4,7,6,6,4,2,2,2,8,7,3,4,2,5,1,5,0,3,2,1,0,0,1,3,0,2,1,1,1,1,1,0,0,1,0,0
Burnbank North - 07,South Lanarkshire,705,4,9,8,9,11,15,13,9,11,12,3,9,10,9,11,4,11,8,6,16,8,12,13,9,7,13,14,14,4,12,10,9,3,5,13,14,1,9,14,10,11,4,7,11,8,10,14,13,14,3,12,5,8,9,2,8,6,16,13,12,8,4,4,3,6,9,5,4,7,5,6,2,11,5,12,5,6,3,2,5,1,4,1,1,5,2,4,3,0,0,4
Burnbank Central and Udston - 01,South Lanarkshire,647,8,1,9,12,5,11,6,4,7,2,3,10,4,3,12,5,4,7,5,7,3,11,7,9,8,6,8,8,4,10,6,7,11,8,5,13,11,6,8,4,8,4,12,5,11,7,3,9,11,7,4,13,9,8,12,11,18,14,6,6,6,10,8,7,16,19,12,7,7,10,12,9,5,4,9,10,6,2,7,7,1,3,2,3,3,0,0,2,0,0,4
Burnbank Central and Udston - 02,South Lanarkshire,609,9,10,14,10,12,13,15,3,16,3,6,8,2,7,3,8,5,6,3,7,2,7,8,4,6,10,14,3,3,13,15,14,12,9,5,8,7,3,13,9,6,8,10,11,5,9,8,7,13,6,3,5,4,6,10,7,4,5,11,5,12,12,11,9,10,4,4,10,5,10,1,2,4,6,3,2,3,3,2,3,2,2,5,3,4,2,3,0,1,1,2
Burnbank Central and Udston - 03,South Lanarkshire,658,8,6,8,13,9,8,8,12,7,13,5,12,7,5,4,5,2,7,7,7,7,17,9,9,16,13,10,13,8,15,2,8,12,13,7,10,10,3,1,9,1,6,7,9,16,9,10,10,7,7,10,9,12,12,7,15,8,8,11,3,15,7,5,6,5,10,10,6,4,3,7,6,9,2,4,6,3,3,4,6,1,1,2,0,0,1,3,1,2,1,3
Burnbank Central and Udston - 04,South Lanarkshire,724,11,11,7,7,7,8,10,8,5,7,6,4,14,6,4,8,4,2,4,8,9,12,9,11,8,9,8,9,11,13,14,14,18,15,8,8,11,15,12,10,8,2,14,12,19,7,13,16,9,9,15,16,17,5,7,10,6,9,8,18,15,7,7,0,6,9,7,5,5,10,9,6,3,7,3,2,2,0,4,2,2,6,4,7,3,0,0,3,0,2,3
Burnbank Central and Udston - 05,South Lanarkshire,680,4,14,9,8,8,2,8,3,0,8,5,13,8,7,12,3,1,5,4,4,2,9,11,6,7,10,8,18,8,9,7,5,7,16,1,15,12,8,6,9,10,9,5,11,12,12,9,12,11,4,0,8,8,13,14,12,8,6,12,9,7,12,12,7,7,7,8,9,11,5,8,7,11,7,4,6,7,4,8,3,7,3,2,4,4,3,3,4,3,2,10
Burnbank Central and Udston - 06,South Lanarkshire,630,9,8,3,6,11,3,5,7,9,4,1,2,5,4,0,5,6,1,8,8,6,10,8,12,14,22,11,11,8,9,11,5,12,9,9,11,15,12,12,7,5,8,11,11,12,14,8,9,8,5,9,11,13,7,16,2,9,12,3,7,9,17,3,7,5,5,12,13,2,5,5,6,2,3,3,2,2,4,2,3,8,4,2,1,0,2,0,1,0,1,2
Burnbank Central and Udston - 07,South Lanarkshire,565,10,2,8,8,11,5,11,10,5,7,8,7,4,5,9,3,3,3,4,4,5,5,7,3,7,11,15,4,12,14,5,3,12,17,16,11,9,7,12,12,14,17,5,5,12,8,10,8,8,7,12,10,2,9,2,4,10,9,6,11,8,2,4,9,6,7,4,3,1,3,5,6,4,1,3,0,0,2,0,3,2,1,3,0,0,0,1,2,0,0,2
Burnbank South and Chantinghall - 01,South Lanarkshire,626,8,4,4,6,12,5,14,9,7,4,11,12,5,9,9,8,10,6,7,14,4,5,8,10,13,9,10,6,8,7,4,5,8,7,11,14,12,11,14,9,1,9,10,8,10,5,12,8,16,10,5,7,6,5,9,5,8,16,10,5,5,13,11,7,9,12,6,6,6,7,5,6,2,1,3,2,6,3,2,2,2,1,1,0,0,2,0,0,0,0,2
Burnbank South and Chantinghall - 02,South Lanarkshire,684,7,8,4,12,6,0,7,2,8,1,4,7,8,7,5,9,7,6,1,11,9,5,10,11,3,4,11,11,11,4,13,10,4,4,10,6,12,7,11,9,5,10,7,9,12,15,4,19,7,12,13,1,5,11,10,9,16,12,4,10,10,8,9,7,11,15,8,10,8,12,11,11,9,3,9,8,2,9,12,4,6,5,5,3,2,3,1,0,3,1,3
Burnbank South and Chantinghall - 03,South Lanarkshire,830,10,4,12,9,8,10,12,19,8,12,4,9,9,5,11,7,5,9,8,9,4,4,5,6,9,14,22,11,14,17,12,15,11,8,23,17,13,6,13,11,15,9,24,7,12,21,7,14,10,13,12,12,16,12,8,10,8,5,6,9,11,8,10,2,7,6,4,7,8,4,4,12,7,3,4,3,8,6,2,1,6,6,2,5,5,2,3,4,7,7,21
Burnbank South and Chantinghall - 04,South Lanarkshire,712,4,9,9,6,8,3,12,5,7,5,11,5,9,11,10,6,6,13,4,6,7,3,9,3,4,8,4,6,6,4,3,2,7,7,6,2,7,8,10,10,0,7,6,9,17,11,15,7,11,10,9,4,10,6,10,3,15,10,13,11,9,11,8,11,3,9,14,11,14,17,18,12,12,13,13,3,6,6,7,6,12,3,8,6,7,6,5,5,2,5,1
Burnbank South and Chantinghall - 05,South Lanarkshire,962,7,3,7,3,7,7,7,3,0,8,11,5,3,10,8,3,3,5,4,6,4,5,7,12,10,14,12,13,9,10,6,15,9,7,18,8,19,7,11,4,11,6,12,14,8,9,13,11,15,18,13,13,12,11,16,12,16,19,12,18,7,16,13,11,17,21,11,12,18,14,20,11,21,16,13,12,10,11,12,14,9,14,6,7,7,7,12,8,10,5,28
Whitehill - 01,South Lanarkshire,742,3,8,5,7,7,5,10,8,12,4,9,10,7,4,5,4,4,5,8,8,14,11,12,15,23,35,17,10,4,7,12,10,6,12,6,9,13,6,12,5,6,3,17,11,11,6,17,8,9,8,8,6,5,14,12,8,12,13,8,10,15,10,16,14,10,1,7,10,7,11,12,7,4,2,5,5,4,6,1,1,0,0,6,5,3,1,5,1,2,5,2
Whitehill - 02,South Lanarkshire,605,3,4,1,2,4,5,4,3,4,3,1,0,3,5,1,4,4,5,3,8,2,6,5,6,2,8,9,8,14,6,4,13,9,6,2,8,4,11,9,5,9,9,8,1,2,15,10,4,5,3,10,10,10,13,6,12,11,16,9,15,18,13,13,9,8,6,10,10,6,10,4,11,5,11,10,10,5,2,8,3,11,4,4,6,6,2,3,4,3,2,6
Whitehill - 03,South Lanarkshire,1.018,15,16,10,12,16,10,9,7,13,7,18,6,18,12,19,12,13,10,12,15,8,5,8,16,12,15,12,12,11,6,10,15,13,26,4,16,21,6,13,13,10,6,11,13,11,13,21,14,19,20,18,9,16,11,20,16,22,9,7,10,11,14,14,8,13,12,7,8,11,13,5,13,8,8,4,8,6,12,12,7,11,13,4,6,4,4,4,2,0,2,6
Whitehill - 04,South Lanarkshire,810,13,13,21,16,12,10,10,14,11,13,12,6,9,4,9,11,8,5,9,3,7,14,0,9,7,4,16,18,21,13,17,13,7,14,20,19,35,26,1,15,15,27,9,6,7,22,15,9,11,5,6,8,10,11,6,9,11,7,9,8,8,5,3,4,7,7,5,10,5,8,4,7,3,7,3,5,1,4,0,4,2,2,2,1,0,2,4,0,0,0,1
Whitehill - 05,South Lanarkshire,753,9,11,5,21,17,15,13,3,9,17,11,5,16,11,10,11,11,1,10,11,10,9,9,4,14,7,2,9,8,11,16,12,16,9,7,18,15,18,10,14,14,13,18,10,10,12,15,3,15,12,10,11,12,6,10,3,5,11,6,8,7,5,11,6,11,3,4,5,4,8,3,6,6,6,5,3,3,1,1,2,2,3,3,0,0,3,3,0,0,0,0
Bothwell South - 01,South Lanarkshire,725,1,6,4,7,7,9,10,10,8,9,8,9,10,12,7,8,6,5,4,7,4,9,5,10,10,7,7,0,0,3,12,9,8,1,4,8,12,10,6,6,2,7,13,11,12,9,22,8,16,13,11,5,9,16,14,8,14,19,14,13,9,17,2,9,6,12,7,13,15,4,14,9,12,3,6,8,3,2,1,5,6,8,10,5,7,6,2,4,0,4,2
Bothwell South - 02,South Lanarkshire,782,7,9,4,4,6,8,8,13,4,14,9,7,7,13,7,7,7,8,7,4,5,7,9,4,9,9,4,7,7,7,5,5,6,2,0,7,6,5,11,6,16,8,9,6,16,13,13,11,16,10,14,10,6,8,12,11,7,10,12,11,10,10,25,12,17,18,16,18,9,7,14,11,9,14,7,6,8,9,5,4,4,4,7,8,9,4,3,2,3,3,13
Bothwell South - 03,South Lanarkshire,878,4,7,5,5,12,9,7,8,8,9,11,8,10,10,8,7,6,10,10,10,4,5,8,14,7,8,7,6,7,7,1,7,11,4,1,3,8,3,9,9,10,14,14,12,7,8,6,20,8,17,20,16,18,20,15,17,21,20,25,17,15,16,17,11,10,17,10,15,10,18,13,15,14,13,8,6,10,8,9,6,8,9,2,4,1,4,0,4,4,1,2
Bothwell South - 04,South Lanarkshire,430,3,5,5,0,1,0,3,3,3,1,3,1,4,1,2,2,3,1,2,0,3,0,0,1,4,0,1,3,1,4,3,6,4,8,7,4,0,7,6,2,1,4,6,2,7,4,5,5,9,9,5,5,4,4,10,3,9,6,3,2,1,2,3,10,3,5,6,5,3,8,12,9,8,11,15,4,8,5,4,13,10,12,10,9,15,9,6,4,6,2,2
Bothwell South - 05,South Lanarkshire,552,2,3,6,4,8,8,7,2,7,8,3,4,3,7,6,12,3,15,10,4,6,6,5,1,11,7,8,3,9,3,2,1,4,1,2,2,0,7,7,1,6,6,5,4,12,2,7,10,11,13,8,7,3,14,11,10,8,8,12,8,16,10,10,13,14,11,8,15,8,6,14,5,4,2,3,6,3,2,7,3,3,2,3,2,1,4,1,1,0,0,2
Bothwell North - 01,South Lanarkshire,604,4,4,6,2,5,3,3,9,3,5,5,7,3,6,5,5,2,2,4,4,10,6,7,15,11,5,5,4,9,6,9,6,5,9,2,7,8,10,4,3,8,6,6,7,6,7,4,5,10,8,1,11,2,15,8,13,4,20,17,9,16,14,15,11,15,13,5,16,12,13,12,10,6,4,5,6,3,3,10,3,1,2,1,0,4,4,0,0,0,0,5
Bothwell North - 02,South Lanarkshire,753,5,12,9,7,5,13,10,7,5,12,7,8,7,4,7,11,8,12,8,5,9,12,12,16,5,9,13,6,11,3,3,5,2,4,12,6,14,11,13,12,11,14,6,7,9,11,14,14,14,18,10,11,16,10,10,8,10,11,15,13,15,8,13,11,8,6,4,7,4,14,7,4,5,5,11,6,7,3,4,5,7,6,4,2,2,1,4,0,3,2,3
Bothwell North - 03,South Lanarkshire,904,12,10,13,9,16,17,13,7,8,11,13,13,12,8,13,13,15,16,10,7,3,11,10,13,15,15,9,12,5,15,16,20,11,10,15,12,12,12,10,14,8,17,9,8,14,12,13,10,13,7,17,11,7,21,5,17,10,13,16,10,15,2,12,12,8,9,7,11,10,12,9,5,7,2,4,7,7,7,4,7,4,4,5,5,1,5,3,2,2,2,0
Bothwell North - 04,South Lanarkshire,834,5,11,4,13,18,11,11,16,11,15,10,10,10,9,12,9,10,7,8,5,13,12,11,15,12,8,4,7,10,10,11,12,22,16,14,8,14,11,16,8,15,9,5,12,13,8,8,15,11,11,11,12,9,17,13,14,11,12,16,11,7,9,12,11,8,5,6,6,11,14,9,6,4,2,9,6,5,3,6,1,4,1,2,1,4,0,0,2,3,3,2
Uddingston and Gardenside - 01,South Lanarkshire,654,2,8,5,8,7,9,12,14,10,11,10,9,4,15,6,7,12,10,5,9,6,3,7,5,4,11,11,5,4,8,3,2,1,2,6,8,4,10,7,14,8,7,6,10,13,6,9,12,13,11,21,14,13,10,8,4,15,17,6,7,11,12,4,13,8,8,6,8,6,10,7,7,6,2,3,7,2,3,3,3,3,3,6,3,0,0,1,1,1,1,2
Uddingston and Gardenside - 02,South Lanarkshire,1.811,31,34,30,26,29,27,26,21,22,20,18,21,14,13,26,22,18,12,11,16,29,16,13,23,10,14,10,29,30,23,26,18,25,30,30,30,40,26,37,25,16,35,16,39,30,25,34,30,33,18,28,26,29,21,25,15,20,20,26,24,29,32,16,13,20,11,6,19,18,14,16,10,9,9,18,14,13,14,6,14,12,11,11,9,7,3,5,6,1,2,12
Uddingston and Gardenside - 03,South Lanarkshire,660,9,6,2,3,2,4,10,2,7,4,3,7,3,6,10,5,3,4,1,7,8,9,5,10,6,8,13,6,14,11,14,20,18,15,13,10,17,9,17,13,7,5,9,5,14,7,3,9,9,7,6,8,8,10,8,11,15,10,11,9,7,5,3,13,6,5,10,6,8,7,5,9,7,12,6,6,5,4,3,1,6,4,1,4,4,3,0,2,0,2,1
Uddingston and Gardenside - 04,South Lanarkshire,924,4,8,6,10,6,7,7,4,8,14,12,9,4,12,7,9,1,6,4,10,3,14,6,6,11,13,16,6,7,2,6,11,8,12,15,8,17,27,14,13,7,12,10,15,12,6,14,11,13,17,21,14,13,10,8,17,15,5,10,9,19,18,14,12,14,11,17,7,8,9,11,8,8,16,9,7,2,10,9,2,7,5,9,6,12,8,12,7,10,5,30
Uddingston and Gardenside - 05,South Lanarkshire,982,16,11,8,10,8,6,8,6,9,11,5,7,4,8,5,11,3,11,14,5,13,13,8,10,17,18,16,13,7,18,21,16,13,9,14,15,21,18,5,7,8,12,6,13,8,21,10,16,17,15,16,11,25,17,18,14,12,24,16,14,17,12,6,12,18,6,11,5,4,13,8,8,11,14,7,9,9,21,12,3,9,8,6,4,3,5,0,2,0,1,7
Uddingston and Gardenside - 06,South Lanarkshire,626,8,3,5,5,3,2,7,5,4,6,7,13,7,4,2,3,4,6,1,2,5,7,4,5,3,8,14,11,7,7,12,9,6,3,12,11,11,4,7,4,5,7,8,10,3,13,8,7,17,10,6,11,12,15,15,8,11,2,11,8,18,13,11,15,13,10,5,13,10,7,6,3,12,8,3,3,4,4,3,3,0,6,1,5,2,4,1,3,1,2,3
Uddingston and Gardenside - 07,South Lanarkshire,837,13,5,7,8,9,8,9,11,6,10,8,11,7,11,5,8,14,6,6,5,5,4,10,4,0,4,5,4,2,7,7,9,5,13,7,4,6,10,7,15,6,14,8,14,13,8,12,12,12,19,13,11,9,10,10,21,6,7,13,12,11,12,15,20,10,14,11,17,10,20,10,12,11,9,19,11,13,12,13,5,7,9,5,8,7,2,4,4,4,1,6
"Halfway, Hallside and Drumsagard - 01",South Lanarkshire,852,3,5,10,13,8,13,6,4,15,11,6,12,15,3,12,10,16,13,8,6,23,8,10,6,10,8,4,13,18,11,13,12,9,4,9,10,14,22,13,20,10,14,10,17,12,24,21,12,23,16,14,10,26,13,14,10,18,16,6,9,9,10,10,12,8,3,4,8,9,3,3,7,3,6,3,3,3,4,1,0,5,3,3,3,3,0,0,0,1,1,3
"Halfway, Hallside and Drumsagard - 02",South Lanarkshire,863,16,12,11,18,16,18,20,14,4,13,16,23,10,17,5,20,13,6,4,18,8,9,3,10,7,10,8,7,10,13,10,13,18,10,22,18,15,33,20,9,14,13,19,14,16,10,14,17,26,14,13,21,9,8,5,7,11,6,5,4,7,10,6,7,7,7,4,7,2,6,3,4,1,2,0,2,0,1,1,2,3,2,0,1,0,2,1,0,0,0,2
"Halfway, Hallside and Drumsagard - 03",South Lanarkshire,582,2,18,6,8,8,6,8,2,10,5,8,14,19,8,7,11,7,4,8,11,1,10,7,5,4,8,4,8,5,4,8,9,6,7,13,12,8,10,6,19,8,21,3,8,15,9,8,14,8,15,7,6,12,5,8,11,3,8,1,6,1,5,6,4,2,3,8,3,4,7,8,2,4,3,3,1,2,3,1,1,4,0,1,2,0,0,0,1,0,0,3
"Halfway, Hallside and Drumsagard - 04",South Lanarkshire,578,7,6,4,5,4,18,6,9,12,13,6,12,10,18,6,7,10,15,15,14,7,3,3,11,4,1,4,2,4,5,5,7,3,6,12,1,13,8,10,11,6,12,7,15,15,15,20,16,11,12,13,9,17,13,4,13,5,10,9,3,4,3,2,5,6,1,1,1,0,2,0,1,1,1,0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0
"Halfway, Hallside and Drumsagard - 05",South Lanarkshire,799,10,15,7,17,6,5,10,4,11,9,3,12,12,12,20,10,17,14,14,18,10,15,15,12,14,7,5,8,9,8,7,10,6,7,3,13,5,10,11,6,2,6,11,12,15,9,17,16,13,18,21,11,13,12,19,21,18,14,8,18,11,10,8,6,10,11,3,5,7,8,0,4,1,5,2,1,1,3,2,6,3,3,2,0,1,0,2,0,0,1,2
"Halfway, Hallside and Drumsagard - 06",South Lanarkshire,724,9,6,11,7,7,11,2,2,10,2,14,3,8,3,8,4,5,17,7,13,11,16,4,14,9,12,4,18,10,11,8,10,12,0,7,7,11,7,7,8,5,8,10,17,9,7,1,5,22,15,10,13,9,10,6,8,8,7,4,9,15,10,13,7,12,11,4,7,16,7,16,8,11,4,12,5,8,8,3,6,1,2,4,3,7,3,1,0,1,1,0
"Halfway, Hallside and Drumsagard - 07",South Lanarkshire,2.509,74,73,83,78,57,55,56,49,55,38,40,26,34,24,32,17,26,13,20,13,11,11,19,14,13,25,36,42,37,47,63,51,61,68,64,68,88,81,74,54,61,48,37,43,35,46,32,32,18,29,19,23,18,21,25,24,22,20,8,17,16,19,18,14,7,9,5,7,7,10,4,3,0,3,2,2,1,1,2,2,0,2,1,2,1,0,0,0,1,1,1
Westburn and Newton - 01,South Lanarkshire,791,12,10,18,13,17,18,15,18,18,11,10,12,6,12,6,8,10,12,11,7,10,9,6,12,10,9,6,8,10,13,6,12,12,11,7,17,19,21,26,8,15,18,21,16,11,21,12,12,15,20,13,8,13,14,12,10,10,9,11,6,8,3,3,2,2,3,5,1,2,2,0,3,2,1,1,0,1,3,0,1,0,0,1,1,0,0,0,1,0,0,2
Westburn and Newton - 02,South Lanarkshire,557,9,10,8,9,10,13,7,6,3,4,8,11,6,5,3,6,11,7,9,4,8,7,3,3,7,7,6,14,10,6,11,9,15,14,11,9,6,12,9,3,2,8,6,7,3,6,24,9,6,3,13,7,6,11,5,11,7,7,7,3,5,4,5,5,5,8,5,3,4,5,10,3,4,1,1,2,0,2,3,2,1,2,1,0,0,1,0,1,1,1,2
Westburn and Newton - 03,South Lanarkshire,913,10,15,5,10,12,8,12,10,10,15,13,14,17,16,10,14,13,19,3,12,21,9,14,11,12,24,7,16,14,6,6,8,13,10,16,12,10,18,7,8,17,11,14,17,18,18,15,20,19,26,24,16,15,22,18,19,11,9,15,20,16,9,4,10,5,3,8,3,3,0,5,2,2,3,3,1,2,0,1,3,1,1,1,0,0,1,0,0,0,1,1
Westburn and Newton - 04,South Lanarkshire,613,5,10,8,10,9,9,7,7,12,9,10,10,6,13,6,6,10,9,9,11,8,3,9,14,8,7,3,16,2,7,5,11,12,10,8,7,8,3,13,9,11,12,7,3,5,7,9,14,8,6,9,5,8,7,12,14,13,14,6,6,4,4,7,5,4,3,4,3,5,7,3,4,4,2,4,8,2,2,4,1,4,4,0,0,2,3,1,1,0,1,2
Westburn and Newton - 05,South Lanarkshire,439,2,3,4,1,2,4,4,3,7,2,4,1,2,4,4,4,1,6,6,4,4,7,4,4,4,4,3,10,1,6,3,10,8,10,3,10,7,5,9,2,9,10,3,2,4,7,2,5,9,4,11,3,8,4,9,6,10,11,5,7,2,8,7,4,12,2,7,5,5,6,13,2,4,5,6,3,2,3,2,2,2,7,2,5,1,4,1,3,2,0,1
Westburn and Newton - 06,South Lanarkshire,591,12,9,5,4,9,14,11,7,10,12,13,19,9,13,9,12,9,11,19,12,4,9,15,15,10,15,8,1,2,2,4,7,9,5,13,6,12,6,11,7,8,5,9,7,9,6,16,13,16,12,4,11,8,3,5,11,6,4,9,3,5,6,3,3,1,2,2,4,2,3,2,0,1,0,1,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,2
